"miRNA","gene","correlation","miRNA_log2FC","gene_log2FC"
"hsa-miR-219a-2-3p","HMX3",1,1.41567959749012,-1.57652671377242
"hsa-miR-219a-2-3p","KCNK12",1,1.41567959749012,-1.22921927493368
"hsa-miR-219a-2-3p","MAP3K21",1,1.41567959749012,-1.21952442456908
"hsa-miR-219a-2-3p","MAP7D2",1,1.41567959749012,-1.13203918553098
"hsa-miR-219a-2-3p","MEIS2",2,1.41567959749012,-1.10581450124801
"hsa-miR-219a-2-3p","NBL1",1,1.41567959749012,-1.05293684112893
"hsa-miR-219a-2-3p","NECAB1",2,1.41567959749012,-1.59549718218833
"hsa-miR-219a-2-3p","NUDT19",3,1.41567959749012,-1.27799898025569
"hsa-miR-219a-2-3p","PCDHA4",1,1.41567959749012,-1.38191220575577
"hsa-miR-219a-2-3p","PDGFRA",1,1.41567959749012,-2.01698611825928
"hsa-miR-219a-2-3p","SLC17A7",1,1.41567959749012,-2.24061161997734
"hsa-miR-224-5p","AQP4",2,1.24725383385951,-2.02509190457429
"hsa-miR-224-5p","COMT",1,1.24725383385951,-2.39484530089081
"hsa-miR-224-5p","ECHDC3",3,1.24725383385951,-1.48620245736521
"hsa-miR-224-5p","KCNJ10",3,1.24725383385951,-1.55530387894029
"hsa-miR-224-5p","KIAA0408",1,1.24725383385951,-1.74279490329724
"hsa-miR-224-5p","NR4A3",5,1.24725383385951,-1.13045094679501
"hsa-miR-224-5p","NUDT19",1,1.24725383385951,-1.27799898025569
"hsa-miR-224-5p","PCDHGA9",1,1.24725383385951,-1.09579282547982
"hsa-miR-224-5p","PCDHGB6",1,1.24725383385951,-1.89425357352402
"hsa-miR-224-5p","SIK1",1,1.24725383385951,-1.70770389747976
"hsa-miR-224-5p","SLC16A3",2,1.24725383385951,-1.30733501087084
"hsa-miR-224-5p","ZC3HAV1L",1,1.24725383385951,-1.99317542448306
"hsa-miR-296-3p","ADRA2A",2,1.47626679438015,-1.47386175117005
"hsa-miR-296-3p","FUT4",1,1.47626679438015,-1.82680676647211
"hsa-miR-296-3p","GAS7",3,1.47626679438015,-1.05857825018813
"hsa-miR-296-3p","GPX3",2,1.47626679438015,-1.53062234254439
"hsa-miR-296-3p","NBL1",1,1.47626679438015,-1.05293684112893
"hsa-miR-296-3p","NECAB1",2,1.47626679438015,-1.59549718218833
"hsa-miR-296-3p","SERPINB9",3,1.47626679438015,-1.15407997648906
"hsa-miR-296-3p","SIK1",1,1.47626679438015,-1.70770389747976
"hsa-miR-296-5p","ADCK2",1,1.28603703706251,-1.25058329666911
"hsa-miR-296-5p","DGCR2",2,1.28603703706251,-1.05137300939845
"hsa-miR-296-5p","DLX1",1,1.28603703706251,-3.91575386143031
"hsa-miR-296-5p","GPX3",4,1.28603703706251,-1.53062234254439
"hsa-miR-296-5p","GRIN1",1,1.28603703706251,-1.5818828790215
"hsa-miR-296-5p","PDE2A",2,1.28603703706251,-1.4161781794751
"hsa-miR-296-5p","PELI2",1,1.28603703706251,-1.01332004632966
"hsa-miR-296-5p","RASGEF1A",2,1.28603703706251,-1.00229916126468
"hsa-miR-296-5p","SIK1",2,1.28603703706251,-1.70770389747976
"hsa-miR-296-5p","SLC16A3",3,1.28603703706251,-1.30733501087084
"hsa-miR-31-5p","DGCR2",1,2.27185869480948,-1.05137300939845
"hsa-miR-31-5p","GAS7",2,2.27185869480948,-1.05857825018813
"hsa-miR-31-5p","HOXA7",2,2.27185869480948,-3.47058969471398
"hsa-miR-31-5p","MAP3K21",1,2.27185869480948,-1.21952442456908
"hsa-miR-31-5p","MGLL",1,2.27185869480948,-1.61052487774672
"hsa-miR-31-5p","MOBP",3,2.27185869480948,-2.70317956020268
"hsa-miR-31-5p","NUDT19",1,2.27185869480948,-1.27799898025569
"hsa-miR-31-5p","TBXA2R",6,2.27185869480948,-2.36982641242512
"hsa-miR-31-5p","ZNF74",4,2.27185869480948,-1.09043451181386
